Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MGAT4A	ENST00000264968.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A 	223	2	0	2	0	0	0	0	0	0	hsa-miR-148a-3p	0.0186	0.1238	0.5663	-0.13	-0.38	0.68	2007, 2009, 2011
NUDT3	ENST00000607016.1	nudix (nucleoside diphosphate linked moiety X)-type motif 3 	190	3	0	3	0	0	0	0	0	1	hsa-miR-148a-3p	0.0337	0.2126	0.8177	-0.13	-0.34	0.88	NULL
HDGF	ENST00000357325.5	hepatoma-derived growth factor 	10112	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0125	0.0863	0.4347	-0.13	-0.13	0.32	2011
OXSR1	ENST00000311806.3	oxidative stress responsive 1 	1790	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0452	0.2774	0.9946	-0.13	-0.13	0.73	2005, 2007, 2009, 2011
UBE3B	ENST00000434735.2	ubiquitin protein ligase E3B 	916	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0937	0.4420	1.0329	-0.13	-0.14	0.70	2011
CFL2	ENST00000341223.3	cofilin 2 (muscle) 	902	2	1	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0274	0.1366	0.3241	-0.13	-0.80	0.80	NULL
KLC2	ENST00000394065.2	kinesin light chain 2 	11832	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0128	0.0881	0.4455	-0.13	-0.13	0.43	2007, 2011
TXLNG	ENST00000380122.5	taxilin gamma 	96	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0228	0.1499	0.6556	-0.13	-0.19	0.34	2011
ELMO1	ENST00000341056.3	engulfment and cell motility 1 	118	1	0	1	0	1	0	1	0	2	hsa-miR-148a-3p	0.0221	0.1436	0.5600	-0.12	-0.23	0.30	2005, 2007, 2011
GABRA1	ENST00000428797.2	gamma-aminobutyric acid (GABA) A receptor, alpha 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0237	0.1602	0.7640	-0.12	-0.12	0.28	2011
KIAA1217	ENST00000396445.1	KIAA1217 	320	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0222	0.1515	0.7453	-0.12	-0.15	0.47	2005, 2007, 2009, 2011
ETV5	ENST00000306376.5	ets variant 5 	1085	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0233	0.1513	0.6024	-0.12	-0.12	0.28	2007
FAM104A	ENST00000581110.1	family with sequence similarity 104, member A 	2724	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0234	0.1171	0.3053	-0.12	-0.55	0.70	2007, 2009, 2011
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0096	0.0668	0.3509	-0.12	-0.13	0.37	NULL
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0222	0.1520	0.7600	-0.12	-0.12	0.53	2011
LONRF3	ENST00000304778.7	LON peptidase N-terminal domain and ring finger 3 	36	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0357	0.2085	0.7996	-0.12	-0.30	0.73	NULL
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	0	1	0	0	0	0	0	0	hsa-miR-148b-3p	0.0348	0.2262	0.9747	-0.12	-0.12	0.58	2005, 2007, 2009, 2011
TRIP12	ENST00000283943.5	thyroid hormone receptor interactor 12 	145	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0330	0.1932	0.6287	-0.12	-0.19	0.15	NULL
AMER1	ENST00000330258.3	APC membrane recruitment protein 1 	11	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0270	0.1812	0.8879	-0.12	-0.17	0.27	2011
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0331	0.1950	0.7005	-0.12	-0.24	0.82	NULL
EPHA8	ENST00000166244.3	EPH receptor A8 	5	1	0	0	1	1	0	1	0	0	hsa-miR-152-3p	0.0248	0.1737	0.9419	-0.12	-0.12	0.61	2005, 2007, 2011
SNRK	ENST00000429705.2	SNF related kinase 	153	1	1	0	0	0	0	0	0	0	hsa-miR-152-3p	0.0977	0.4761	1.1626	-0.12	-0.12	0.34	2009, 2011
SLC35F1	ENST00000360388.4	solute carrier family 35, member F1 	56	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0163	0.1147	0.6431	-0.12	-0.12	0.34	NULL
ARHGEF17	ENST00000263674.3	Rho guanine nucleotide exchange factor (GEF) 17 	729	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0235	0.1592	0.7703	-0.11	-0.11	0.57	2005, 2007, 2009, 2011
CAMKK1	ENST00000381769.2	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	34	1	0	1	0	0	0	0	0	0	hsa-miR-152-3p	0.0336	0.2229	1.0177	-0.11	-0.11	0.28	NULL
SPTY2D1	ENST00000336349.5	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) 	241	1	0	1	0	0	0	0	0	1	hsa-miR-148b-3p	0.0219	0.1382	0.6299	-0.11	-0.33	0.65	2009, 2011
TOMM70A	ENST00000284320.5	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) 	639	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0377	0.1651	0.3661	-0.11	-0.41	0.89	2005, 2007, 2009, 2011
FRYL	ENST00000503238.1	FRY-like 	276	1	0	1	0	0	0	0	0	2	hsa-miR-148b-3p	0.0318	0.2236	1.2827	-0.11	-0.17	0.48	2009, 2011
RXRA	ENST00000481739.1	retinoid X receptor, alpha 	609	1	0	1	0	1	0	0	1	1	hsa-miR-148a-3p	0.0295	0.1829	0.6477	-0.11	-0.27	0.48	2005, 2007
CTD-2140B24.4	ENST00000540096.2	Zinc finger protein 268  	156	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0380	0.2120	0.5998	-0.11	-0.17	< 0.1	NULL
CBLB	ENST00000264122.4	Cbl proto-oncogene B, E3 ubiquitin protein ligase 	469	2	1	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0319	0.1673	0.5820	-0.11	-0.70	0.84	NULL
PREX1	ENST00000396220.1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 	14	1	0	1	0	0	0	0	0	0	hsa-miR-152-3p	0.0317	0.2102	0.9611	-0.11	-0.11	0.68	2011
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0100	0.0699	0.3815	-0.10	-0.20	0.52	2011
SSBP3	ENST00000417664.2	single stranded DNA binding protein 3 	1474	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0086	0.0596	0.3025	-0.10	-0.14	0.46	NULL
ADAM22	ENST00000398204.4	ADAM metallopeptidase domain 22 	115	1	1	0	0	2	1	1	0	0	hsa-miR-152-3p	0.0772	0.4236	1.2116	-0.10	-0.23	< 0.1	NULL
SYNCRIP	ENST00000355238.6	synaptotagmin binding, cytoplasmic RNA interacting protein 	4864	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0190	0.1272	0.6152	-0.10	-0.27	0.54	2011
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	1	0	1	0	1	1	0	0	3	hsa-miR-148a-3p	0.0884	0.5538	2.3168	-0.10	-0.10	0.45	NULL
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0372	0.2499	1.2543	-0.10	-0.17	0.33	2011
NGLY1	ENST00000422724.2	N-glycanase 1 	31	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0075	0.0537	0.3343	-0.10	-0.10	< 0.1	NULL
PODXL	ENST00000541194.1	podocalyxin-like 	2928	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0170	0.1165	0.5716	-0.10	-0.10	0.46	2009, 2011
CEP72	ENST00000444221.1	centrosomal protein 72kDa 	230	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0291	0.1819	0.6357	-0.10	-0.12	< 0.1	NULL
VSIG10	ENST00000359236.5	V-set and immunoglobulin domain containing 10 	355	1	1	0	0	1	0	1	0	2	hsa-miR-152-3p	0.0368	0.2264	0.9913	-0.10	-0.39	< 0.1	NULL
PPP1R3B	ENST00000310455.3	protein phosphatase 1, regulatory subunit 3B 	20	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0230	0.1604	0.8671	-0.10	-0.10	0.27	NULL
SUGT1	ENST00000310528.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	430	1	1	0	0	1	0	0	1	1	hsa-miR-148a-3p	0.0304	0.1537	0.5198	-0.10	-0.60	0.70	NULL
MTA2	ENST00000278823.2	metastasis associated 1 family, member 2 	1168	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0076	0.0534	0.2941	-0.10	-0.10	0.50	2009, 2011
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	1	1	0	0	0	0	0	0	1	hsa-miR-152-3p	0.0720	0.2245	0.5085	-0.09	-0.43	0.82	2005, 2007, 2009, 2011
LGALS8	ENST00000526589.1	lectin, galactoside-binding, soluble, 8 	188	1	0	0	1	3	0	1	2	1	hsa-miR-152-3p	0.0128	0.0865	0.3990	-0.09	-0.50	0.19	NULL
USP37	ENST00000258399.3	ubiquitin specific peptidase 37 	14	1	0	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0415	0.2764	1.2348	-0.09	-0.15	0.39	NULL
ENTPD5	ENST00000334696.6	ectonucleoside triphosphate diphosphohydrolase 5 	105	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0256	0.1545	0.5809	-0.09	-0.22	< 0.1	NULL
C6orf222	ENST00000437635.2	chromosome 6 open reading frame 222 	5	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0124	0.0893	0.5549	-0.09	-0.09	0.47	2009, 2011
PTPRD	ENST00000381196.4	protein tyrosine phosphatase, receptor type, D 	101	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0222	0.1522	0.8099	-0.09	-0.19	0.65	2007, 2009, 2011
TMEM164	ENST00000372073.1	transmembrane protein 164 	711	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0270	0.1835	0.8602	-0.09	-0.10	0.32	NULL
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0248	0.1695	0.8563	-0.09	-0.11	0.29	2011
B4GALT2	ENST00000434555.2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 	440	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0100	0.0697	0.3569	-0.09	-0.32	0.39	2007, 2009, 2011
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	2	1	0	1	2	0	1	1	0	hsa-miR-148a-3p	0.0471	0.2883	1.0322	-0.08	-0.23	0.87	2005, 2007, 2009, 2011
NCOR1	ENST00000268712.3	nuclear receptor corepressor 1 	268	1	0	0	1	1	0	0	1	0	hsa-miR-148a-3p	0.0134	0.0840	0.3101	-0.08	-0.27	0.51	NULL
PPP2R5E	ENST00000337537.3	protein phosphatase 2, regulatory subunit B', epsilon isoform 	23	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0133	0.0876	0.4232	-0.08	-0.17	< 0.1	NULL
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0387	0.2615	1.2841	-0.08	-0.08	< 0.1	2011
SNX17	ENST00000233575.2	sorting nexin 17 	479	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0122	0.0736	0.2604	-0.08	-0.32	0.52	NULL
FUBP1	ENST00000370767.1	far upstream element (FUSE) binding protein 1 	2021	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0201	0.1240	0.4771	-0.08	-0.21	0.66	NULL
BNIP2	ENST00000267859.3	BCL2/adenovirus E1B 19kDa interacting protein 2 	1255	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0334	0.1762	0.4444	-0.08	-0.16	< 0.1	NULL
UNC5D	ENST00000287272.2	unc-5 homolog D (C. elegans) 	37	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0250	0.1742	0.9448	-0.07	-0.11	0.71	NULL
RAB10	ENST00000264710.4	RAB10, member RAS oncogene family 	998	1	0	0	1	0	0	0	0	0	hsa-miR-152-3p	0.0152	0.0878	0.2855	-0.07	-0.35	0.68	NULL
TIMM8A	ENST00000372902.3	translocase of inner mitochondrial membrane 8 homolog A (yeast) 	147	1	1	0	0	1	0	1	0	0	hsa-miR-148b-3p	0.0153	0.0942	0.3453	-0.07	-0.33	< 0.1	NULL
PHF3	ENST00000262043.3	PHD finger protein 3 	505	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0169	0.0976	0.3593	-0.07	-0.37	0.85	2005, 2007, 2009, 2011
FOSB	ENST00000592811.1	FBJ murine osteosarcoma viral oncogene homolog B 	11	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0160	0.0846	0.2152	-0.07	-0.31	0.63	2005, 2007, 2009, 2011
TNPO1	ENST00000337273.5	transportin 1 	2041	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0657	0.2951	0.5827	-0.07	-0.11	0.83	2009, 2011
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	1	0	0	2	1	1	0	0	hsa-miR-148a-3p	0.1199	0.6287	1.9576	-0.07	-0.08	0.88	2009, 2011
RMND5A	ENST00000283632.4	required for meiotic nuclear division 5 homolog A (S. cerevisiae) 	261	2	0	2	0	1*	0	0	0	0	hsa-miR-148a-3p	0.0083	0.0522	0.1978	-0.07	-0.50	0.86	2007, 2009, 2011
SLC2A14	ENST00000340749.5	solute carrier family 2 (facilitated glucose transporter), member 14 	14	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0081	0.0542	0.2385	-0.06	-0.18	0.28	NULL
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	0	0	0	0	2	hsa-miR-152-3p	0.0217	0.1510	0.8663	-0.06	-0.15	0.47	2011
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	1	0	1	0	1	0	0	1	1	hsa-miR-148b-3p	0.0201	0.1223	0.4179	-0.06	-0.26	0.76	2007, 2009, 2011
RPUSD1	ENST00000565809.1	RNA pseudouridylate synthase domain containing 1 	1360	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0062	0.0444	0.2731	-0.06	-0.06	< 0.1	NULL
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	1	1	0	0	0	0	0	0	3	hsa-miR-148a-3p	0.0501	0.3450	1.8397	-0.06	-0.06	< 0.1	2009, 2011
DUSP8	ENST00000397374.3	dual specificity phosphatase 8 	26	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0183	0.1266	0.6566	-0.06	-0.07	0.40	2011
HAUS5	ENST00000379045.2	HAUS augmin-like complex, subunit 5 	133	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0108	0.0780	0.4943	-0.06	-0.06	< 0.1	NULL
VAV2	ENST00000406606.3	vav 2 guanine nucleotide exchange factor 	477	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0107	0.0747	0.4182	-0.05	-0.20	0.60	2009, 2011
SNPH	ENST00000381873.3	syntaphilin 	13	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0315	0.2149	1.0801	-0.05	-0.05	0.38	2005, 2007, 2009, 2011
ATG14	ENST00000247178.5	autophagy related 14 	25	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0100	0.0572	0.1724	-0.05	-0.28	0.77	2005, 2007, 2009, 2011
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0110	0.0656	0.2415	-0.05	-0.30	0.54	2005, 2007, 2009
LIMD2	ENST00000259006.3	LIM domain containing 2 	90	1	0	1	0	0	0	0	0	3	hsa-miR-148a-3p	0.0042	0.0294	0.1690	-0.05	-0.33	0.92	2007, 2009, 2011
KLHL18	ENST00000232766.5	kelch-like family member 18 	74	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0178	0.1233	0.6380	-0.05	-0.05	0.73	2005, 2007, 2009, 2011
FGF2	ENST00000264498.3	fibroblast growth factor 2 (basic) 	123	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0250	0.1495	0.6013	-0.05	-0.16	< 0.1	2011
DYRK2	ENST00000344096.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1091	1	1	0	0	1	0	0	1	2	hsa-miR-148b-3p	0.0293	0.1378	0.4625	-0.05	-0.46	0.58	NULL
SERPINE1	ENST00000223095.4	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 	1508	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0073	0.0474	0.2232	-0.05	-0.31	0.68	2009, 2011
ZFYVE26	ENST00000347230.4	zinc finger, FYVE domain containing 26 	104	1	1	0	0	1	0	1	0	0	hsa-miR-148a-3p	0.0225	0.1120	0.4061	-0.05	-0.42	0.85	2005, 2007, 2009, 2011
CPD	ENST00000225719.4	carboxypeptidase D 	1766	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0150	0.0919	0.3615	-0.05	-0.21	0.75	2005, 2007, 2009, 2011
ACHE	ENST00000302913.4	acetylcholinesterase 	14	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0055	0.0380	0.1959	-0.05	-0.14	< 0.1	NULL
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0138	0.0821	0.3133	-0.05	-0.25	0.71	2007, 2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	1	0	1	0	2	0	2	0	2	hsa-miR-148a-3p	0.0169	0.1156	0.6051	-0.05	-0.14	0.89	2007, 2009, 2011
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0112	0.0714	0.2729	-0.04	-0.13	0.34	NULL
SCML2	ENST00000398048.3	sex comb on midleg-like 2 (Drosophila) 	7	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0034	0.0230	0.1038	-0.04	-0.19	0.48	2009, 2011
CNNM2	ENST00000369878.4	cyclin M2 	517	1	0	1	0	1	1	0	0	1	hsa-miR-152-3p	0.0330	0.1780	0.5557	-0.04	-0.20	0.47	NULL
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0257	0.1160	0.2819	-0.04	-0.20	0.76	2009, 2011
MRPS25	ENST00000253686.2	mitochondrial ribosomal protein S25 	630	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0051	0.0319	0.1345	-0.04	-0.37	0.92	2009, 2011
SPRY3	ENST00000302805.2	sprouty homolog 3 (Drosophila) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0300	0.2042	1.0234	-0.04	-0.04	0.52	2005, 2007, 2011
ING2	ENST00000302327.3	inhibitor of growth family, member 2 	193	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0181	0.0604	0.0927	-0.04	-0.48	0.89	NULL
SH3KBP1	ENST00000397821.3	SH3-domain kinase binding protein 1 	109	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0077	0.0532	0.2666	-0.03	-0.05	0.31	2011
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0108	0.0660	0.2979	-0.03	-0.29	0.64	2011
NSD1	ENST00000439151.2	nuclear receptor binding SET domain protein 1 	685	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0196	0.1299	0.6498	-0.03	-0.10	0.85	2011
NCAM1	ENST00000316851.7	neural cell adhesion molecule 1 	19	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0065	0.0421	0.1692	-0.03	-0.12	0.59	2007, 2009, 2011
SMURF2	ENST00000262435.9	SMAD specific E3 ubiquitin protein ligase 2 	978	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0038	0.0247	0.1054	-0.03	-0.27	0.75	NULL
ZDHHC2	ENST00000262096.8	zinc finger, DHHC-type containing 2 	171	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0080	0.0500	0.2075	-0.03	-0.22	< 0.1	NULL
CCNA2	ENST00000274026.5	cyclin A2 	1162	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0022	0.0154	0.0745	-0.03	-0.20	< 0.1	NULL
SBNO1	ENST00000420886.2	strawberry notch homolog 1 (Drosophila) 	87	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0105	0.0714	0.3780	-0.03	-0.16	0.67	2011
MPP2	ENST00000377184.3	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2) 	78	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0083	0.0600	0.3738	-0.03	-0.03	0.36	2011
FMNL3	ENST00000335154.5	formin-like 3 	132	1	0	0	1	0	0	0	0	2	hsa-miR-148a-3p	0.0125	0.0900	0.5673	-0.03	-0.09	0.50	2005, 2007, 2011
IL18BP	ENST00000497194.2	interleukin 18 binding protein 	41	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0031	0.0209	0.1039	-0.02	-0.21	0.77	NULL
SESN3	ENST00000536441.1	sestrin 3 	260	1	0	1	0	1	0	1	0	1	hsa-miR-152-3p	0.0058	0.0369	0.1465	-0.02	-0.29	0.47	NULL
FBXO11	ENST00000402508.1	F-box protein 11 	359	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0036	0.0234	0.1042	-0.02	-0.19	0.35	2005, 2007, 2009, 2011
ZFHX3	ENST00000268489.5	zinc finger homeobox 3 	57	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0283	0.1895	0.8931	-0.02	-0.02	0.37	2007, 2011
PLA2G15	ENST00000566188.1	phospholipase A2, group XV 	2670	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0043	0.0309	0.1939	-0.02	-0.02	< 0.1	NULL
NLK	ENST00000407008.3	nemo-like kinase 	61	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0027	0.0182	0.0782	-0.02	-0.17	0.59	2005, 2007, 2009, 2011
FAM46A	ENST00000369754.3	family with sequence similarity 46, member A 	899	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0117	0.0807	0.3988	-0.02	-0.02	0.28	NULL
JMJD1C	ENST00000399251.1	jumonji domain containing 1C 	60	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0121	0.0852	0.4816	-0.02	-0.02	< 0.1	NULL
MOGS	ENST00000409065.1	mannosyl-oligosaccharide glucosidase 	184	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0073	0.0527	0.3234	-0.02	-0.02	< 0.1	NULL
SLC30A9	ENST00000264451.7	solute carrier family 30 (zinc transporter), member 9 	396	1	1	0	0	1	0	1	0	0	hsa-miR-148a-3p	0.0093	0.0551	0.2615	-0.02	-0.42	< 0.1	NULL
INSIG2	ENST00000245787.4	insulin induced gene 2 	562	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0027	0.0155	0.0488	-0.02	-0.40	< 0.1	NULL
ARF4	ENST00000303436.6	ADP-ribosylation factor 4 	390	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0033	0.0165	0.0357	-0.02	-0.49	0.61	2009, 2011
TMEM11	ENST00000317635.5	transmembrane protein 11 	223	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0042	0.0259	0.0984	-0.02	-0.18	< 0.1	NULL
DNAJC18	ENST00000302060.5	DnaJ (Hsp40) homolog, subfamily C, member 18 	253	1	0	1	0	2	0	2	0	1	hsa-miR-148b-3p	0.0025	0.0173	0.0998	-0.02	-0.29	0.32	2011
GRAMD1B	ENST00000529750.1	GRAM domain containing 1B 	35	1	0	1	0	0	0	0	0	1	hsa-miR-148b-3p	0.0291	0.1919	0.8337	-0.02	-0.12	0.43	NULL
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0263	0.1822	0.9677	-0.01	-0.02	0.36	NULL
C1orf35	ENST00000272139.4	chromosome 1 open reading frame 35 	32	1	1	0	0	1	0	0	1	1	hsa-miR-148b-3p	0.0045	0.0171	0.0353	-0.01	-0.69	0.90	NULL
ATXN3	ENST00000545170.1	ataxin 3 	115	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0030	0.0209	0.1170	-0.01	-0.15	0.46	NULL
RBFOX2	ENST00000449924.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	262	1	0	1	0	0	0	0	0	3	hsa-miR-148a-3p	0.0016	0.0107	0.0477	-0.01	-0.32	0.79	2007, 2009, 2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0026	0.0177	0.0824	-0.01	-0.11	0.66	2007, 2009, 2011
YWHAB	ENST00000353703.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide 	272	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0036	0.0152	0.0465	-0.01	-0.63	0.87	2005, 2007, 2009, 2011
CSNK2A1	ENST00000349736.5	casein kinase 2, alpha 1 polypeptide 	1927	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0016	0.0108	0.0529	-0.01	-0.20	0.63	NULL
PTCD3	ENST00000254630.7	pentatricopeptide repeat domain 3 	2308	1	1	0	0	1	0	0	1	0	hsa-miR-148a-3p	0.0047	0.0210	0.0496	-0.01	-0.29	0.29	2009, 2011
BEST1	ENST00000449131.2	bestrophin 1 	83	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0025	0.0180	0.1156	-0.01	-0.10	0.43	2007, 2009
FANCA	ENST00000568369.1	Fanconi anemia, complementation group A 	348	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0190	0.1350	0.7797	-0.01	-0.02	< 0.1	NULL
