Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
LFNG	ENST00000402045.1	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	346	1	1	0	0	0	hsa-miR-4253				-0.24	-0.24	N/A
ERVV-1	ENST00000602168.1	endogenous retrovirus group V, member 1 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.24	-0.24	N/A
YPEL4	ENST00000524669.1	yippee-like 4 (Drosophila) 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.24	-0.24	N/A
GAREML	ENST00000401533.2	GRB2 associated, regulator of MAPK1-like 	496	1	0	1	0	0	hsa-miR-4253				-0.24	-0.24	N/A
IFLTD1	ENST00000445693.1	intermediate filament tail domain containing 1 	5	1	0	1	0	0	hsa-miR-4253				-0.24	-0.24	N/A
MINK1	ENST00000347992.7	misshapen-like kinase 1 	1983	1	0	1	0	0	hsa-miR-6862-5p				-0.24	-0.24	N/A
GMPR2	ENST00000355299.4	guanosine monophosphate reductase 2 	1495	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
NECAB2	ENST00000305202.4	N-terminal EF-hand calcium binding protein 2 	7	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
DCTN5	ENST00000300087.2	dynactin 5 (p25) 	764	2	0	0	2	0	hsa-miR-6862-5p				-0.23	-0.26	N/A
IRGQ	ENST00000422989.1	immunity-related GTPase family, Q 	62	3	2	1	0	0	hsa-miR-4253				-0.23	-0.54	N/A
CDKL1	ENST00000395834.1	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	90	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
SLC25A42	ENST00000318596.7	solute carrier family 25, member 42 	1088	1	1	0	0	0	hsa-miR-4253				-0.23	-0.23	N/A
CACNG8	ENST00000270458.2	calcium channel, voltage-dependent, gamma subunit 8 	5	1	0	0	1	1	hsa-miR-4253				-0.23	-0.23	N/A
AMMECR1	ENST00000262844.5	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	5	1	1	0	0	0	hsa-miR-4253				-0.23	-0.23	N/A
SCARB1	ENST00000261693.6	scavenger receptor class B, member 1 	186	1	0	1	0	1	hsa-miR-4253				-0.23	-0.25	N/A
MGAT5B	ENST00000428789.2	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B 	85	1	1	0	0	1	hsa-miR-4253				-0.23	-0.23	N/A
HAP1	ENST00000393939.2	huntingtin-associated protein 1 	5	1	0	0	1	2	hsa-miR-4253				-0.23	-0.23	N/A
TPRN	ENST00000409012.4	taperin 	1586	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
C1orf168	ENST00000343433.6	chromosome 1 open reading frame 168 	5	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
ACBD5	ENST00000396271.3	acyl-CoA binding domain containing 5 	77	1	1	0	0	0	hsa-miR-6862-5p				-0.23	-0.25	N/A
RPL27A	ENST00000314138.6	ribosomal protein L27a 	2641	1	1	0	0	0	hsa-miR-4253				-0.23	-0.45	N/A
HDAC7	ENST00000380610.4	histone deacetylase 7 	56	1	0	1	0	1	hsa-miR-4253				-0.23	-0.23	N/A
PRPH2	ENST00000230381.5	peripherin 2 (retinal degeneration, slow) 	5	1	0	1	0	1	hsa-miR-4253				-0.23	-0.23	N/A
BHLHB9	ENST00000372735.1	basic helix-loop-helix domain containing, class B, 9 	5	1	1	0	0	1	hsa-miR-4253				-0.23	-0.23	N/A
HTRA4	ENST00000302495.4	HtrA serine peptidase 4 	5	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
HDAC11	ENST00000433119.1	histone deacetylase 11 	443	1	1	0	0	0	hsa-miR-6862-5p				-0.23	-0.29	N/A
IL11	ENST00000264563.2	interleukin 11 	483	1	1	0	0	0	hsa-miR-4253				-0.23	-0.38	N/A
BTBD2	ENST00000255608.4	BTB (POZ) domain containing 2 	77	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
KCNJ5	ENST00000529694.1	potassium inwardly-rectifying channel, subfamily J, member 5 	12	2	0	2	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
DOCK1	ENST00000280333.6	dedicator of cytokinesis 1 	71	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
HAAO	ENST00000294973.6	3-hydroxyanthranilate 3,4-dioxygenase 	7	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
PCYT1B	ENST00000379145.1	phosphate cytidylyltransferase 1, choline, beta 	5	2	0	0	2	1	hsa-miR-4253				-0.23	-0.23	N/A
CLNK	ENST00000226951.6	cytokine-dependent hematopoietic cell linker 	5	1	1	0	0	0	hsa-miR-4253				-0.23	-0.23	N/A
BRK1	ENST00000530758.1	BRICK1, SCAR/WAVE actin-nucleating complex subunit 	1508	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	2	0	1	1	1	hsa-miR-4253				-0.23	-0.30	N/A
ATP7A	ENST00000343533.5	ATPase, Cu++ transporting, alpha polypeptide 	141	2	1	1	0	0	hsa-miR-6862-5p				-0.23	-0.25	N/A
ATXN7L3	ENST00000454077.2	ataxin 7-like 3 	43	1	1	0	0	2	hsa-miR-4253				-0.23	-0.25	N/A
POLD3	ENST00000263681.2	polymerase (DNA-directed), delta 3, accessory subunit 	371	1	0	0	1	1	hsa-miR-6862-5p				-0.23	-0.24	N/A
PLEKHM2	ENST00000375799.3	pleckstrin homology domain containing, family M (with RUN domain) member 2 	349	1	1	0	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
BTN1A1	ENST00000244513.6	butyrophilin, subfamily 1, member A1 	5	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
FBXL7	ENST00000504595.1	F-box and leucine-rich repeat protein 7 	16	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
KCNJ14	ENST00000391884.1	potassium inwardly-rectifying channel, subfamily J, member 14 	29	1	1	0	0	2	hsa-miR-4253				-0.23	-0.27	N/A
SDHAF2	ENST00000543265.1	succinate dehydrogenase complex assembly factor 2 	545	1	0	0	1	1	hsa-miR-6862-5p				-0.23	-0.35	N/A
DPH1	ENST00000263083.6	diphthamide biosynthesis 1 	2807	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
CASP5	ENST00000393139.2	caspase 5, apoptosis-related cysteine peptidase 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
HID1	ENST00000425042.2	HID1 domain containing 	5	1	0	1	0	1	hsa-miR-4253				-0.23	-0.23	N/A
SHISA7	ENST00000376325.4	shisa family member 7 	5	2	0	1	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
LBP	ENST00000217407.2	lipopolysaccharide binding protein 	104	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
ZNF101	ENST00000592502.1	zinc finger protein 101 	409	1	1	0	0	0	hsa-miR-4253				-0.23	-0.23	N/A
PRSS35	ENST00000369700.3	protease, serine, 35 	23	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
ZNF585A	ENST00000356958.4	zinc finger protein 585A 	77	2	0	0	2	1	hsa-miR-6862-5p				-0.23	-0.23	N/A
MYO10	ENST00000513610.1	myosin X 	3866	1	1	0	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
OGN	ENST00000262551.4	osteoglycin 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
RP11-322L20.1	ENST00000557527.1	HCG2028865; Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
TUBD1	ENST00000346141.6	tubulin, delta 1 	157	2	1	0	1	0	hsa-miR-6862-5p				-0.23	-0.48	N/A
IFI6	ENST00000361157.6	interferon, alpha-inducible protein 6 	141	1	0	0	1	0	hsa-miR-4253				-0.23	-0.24	N/A
HSPB7	ENST00000411503.1	heat shock 27kDa protein family, member 7 (cardiovascular) 	5	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
BEGAIN	ENST00000355173.2	brain-enriched guanylate kinase-associated 	90	1	0	1	0	1	hsa-miR-6862-5p				-0.23	-0.23	N/A
ITGB3	ENST00000559488.1	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) 	176	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
SPEF1	ENST00000379756.3	sperm flagellar 1 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
DOK1	ENST00000340004.6	docking protein 1, 62kDa (downstream of tyrosine kinase 1) 	331	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
COL6A5	ENST00000265379.6	collagen, type VI, alpha 5 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
REM1	ENST00000201979.2	RAS (RAD and GEM)-like GTP-binding 1 	5	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
HLCS	ENST00000336648.4	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) 	688	1	0	0	1	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
SNX1	ENST00000353874.4	sorting nexin 1 	1296	2	0	1	1	3	hsa-miR-4253				-0.23	-0.33	N/A
ANKRD53	ENST00000272421.6	ankyrin repeat domain 53 	14	1	0	0	1	0	hsa-miR-4253				-0.23	-0.23	N/A
DNAJC16	ENST00000375847.3	DnaJ (Hsp40) homolog, subfamily C, member 16 	366	1	0	1	0	0	hsa-miR-6862-5p				-0.23	-0.23	N/A
BCL2L12	ENST00000246784.3	BCL2-like 12 (proline rich) 	355	1	0	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
DOCK3	ENST00000266037.9	dedicator of cytokinesis 3 	47	2	1	1	0	0	hsa-miR-4253				-0.23	-0.23	N/A
ARSD	ENST00000381154.1	arylsulfatase D 	70	1	0	1	0	3	hsa-miR-4253				-0.22	-0.23	N/A
FAXC	ENST00000389677.5	failed axon connections homolog (Drosophila) 	95	3	2	1	0	1	hsa-miR-4253				-0.22	-0.57	N/A
CELF2	ENST00000379261.4	CUGBP, Elav-like family member 2 	45	2	0	2	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
TBCCD1	ENST00000424280.1	TBCC domain containing 1 	707	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
CLEC5A	ENST00000546910.1	C-type lectin domain family 5, member A 	5	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
ZYX	ENST00000322764.5	zyxin 	122	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	3	0	2	1	0	hsa-miR-4253				-0.22	-0.22	N/A
PWP1	ENST00000412830.3	PWP1 homolog (S. cerevisiae) 	163	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.28	N/A
DLG4	ENST00000399506.2	discs, large homolog 4 (Drosophila) 	75	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
KIAA1211	ENST00000504228.1	KIAA1211 	631	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	2	0	0	2	2	hsa-miR-6862-5p				-0.22	-0.22	N/A
LMF2	ENST00000380796.3	lipase maturation factor 2 	1375	1	0	1	0	1	hsa-miR-4253				-0.22	-0.22	N/A
FAM73A	ENST00000370791.3	family with sequence similarity 73, member A 	837	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
ZNF22	ENST00000298299.3	zinc finger protein 22 	62	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
RHBG	ENST00000368249.1	Rh family, B glycoprotein (gene/pseudogene) 	23	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
AL117190.3	ENST00000599197.1	Esophagus cancer-related gene-2 interaction susceptibility protein; Uncharacterized protein  	30	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.27	N/A
IL10	ENST00000423557.1	interleukin 10 	5	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
FAM222A	ENST00000538780.1	family with sequence similarity 222, member A 	23	1	0	0	1	0	hsa-miR-4253				-0.22	-0.22	N/A
PTPRB	ENST00000334414.6	protein tyrosine phosphatase, receptor type, B 	42	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
SASH3	ENST00000356892.3	SAM and SH3 domain containing 3 	5	1	0	0	1	1	hsa-miR-4253				-0.22	-0.22	N/A
CCRN4L	ENST00000280614.2	CCR4 carbon catabolite repression 4-like (S. cerevisiae) 	101	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.23	N/A
ASB16	ENST00000293414.1	ankyrin repeat and SOCS box containing 16 	14	2	0	2	0	0	hsa-miR-6862-5p				-0.22	-0.35	N/A
AL049840.1	ENST00000429169.1	Uncharacterized protein; cDNA FLJ53535  	5	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
ARCN1	ENST00000359415.4	archain 1 	1139	1	1	0	0	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
SYDE2	ENST00000341460.5	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) 	72	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
GPR82	ENST00000302548.4	G protein-coupled receptor 82 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
WBP2NL	ENST00000328823.9	WBP2 N-terminal like 	5	1	0	0	1	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
GRM7	ENST00000486284.1	glutamate receptor, metabotropic 7 	5	1	0	1	0	1	hsa-miR-4253				-0.22	-0.22	N/A
ZSCAN22	ENST00000329665.4	zinc finger and SCAN domain containing 22 	45	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
HAPLN1	ENST00000274341.4	hyaluronan and proteoglycan link protein 1 	5	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
MGAT1	ENST00000333055.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	831	1	1	0	0	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
ARPC5L	ENST00000353214.2	actin related protein 2/3 complex, subunit 5-like 	851	1	0	0	1	0	hsa-miR-4253				-0.22	-0.22	N/A
BTBD1	ENST00000379403.2	BTB (POZ) domain containing 1 	84	1	0	0	1	0	hsa-miR-4253				-0.22	-0.28	N/A
COPB2	ENST00000333188.5	coatomer protein complex, subunit beta 2 (beta prime) 	1066	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
C8orf47	ENST00000318528.3	chromosome 8 open reading frame 47 	63	1	1	0	0	0	hsa-miR-6862-5p				-0.22	-0.38	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	2	0	1	1	1	hsa-miR-6862-5p				-0.22	-0.28	N/A
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
MEST	ENST00000437945.1	mesoderm specific transcript 	31	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
CMIP	ENST00000537098.3	c-Maf inducing protein 	2670	1	0	1	0	1	hsa-miR-4253				-0.22	-0.22	N/A
TRPC6	ENST00000344327.3	transient receptor potential cation channel, subfamily C, member 6 	68	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
DUSP3	ENST00000226004.3	dual specificity phosphatase 3 	836	2	1	1	0	0	hsa-miR-6862-5p				-0.22	-0.44	N/A
PRKRIP1	ENST00000496391.1	PRKR interacting protein 1 (IL11 inducible) 	656	2	1	1	0	2	hsa-miR-6862-5p				-0.22	-0.89	N/A
PLEKHA6	ENST00000272203.3	pleckstrin homology domain containing, family A member 6 	45	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	1	0	0	0	hsa-miR-4253				-0.22	-0.25	N/A
TNFRSF11A	ENST00000586569.1	tumor necrosis factor receptor superfamily, member 11a, NFKB activator 	93	2	1	0	1	0	hsa-miR-6862-5p				-0.22	-0.23	N/A
C12orf79	ENST00000549802.1	chromosome 12 open reading frame 79 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
FEZ2	ENST00000379245.4	fasciculation and elongation protein zeta 2 (zygin II) 	323	1	0	0	1	0	hsa-miR-4253				-0.22	-0.24	N/A
ZNF284	ENST00000421176.3	zinc finger protein 284 	42	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
OR7D2	ENST00000344248.2	olfactory receptor, family 7, subfamily D, member 2 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
FAM124A	ENST00000322475.8	family with sequence similarity 124A 	5	2	0	0	2	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
TRPC4AP	ENST00000451813.2	transient receptor potential cation channel, subfamily C, member 4 associated protein 	242	1	1	0	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
XKRX	ENST00000468904.1	XK, Kell blood group complex subunit-related, X-linked 	11	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
C9orf114	ENST00000361256.5	chromosome 9 open reading frame 114 	488	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
ST6GALNAC5	ENST00000477717.1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 	7	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
MSL3	ENST00000312196.4	male-specific lethal 3 homolog (Drosophila) 	9	1	0	0	1	0	hsa-miR-4253				-0.22	-0.22	N/A
HERPUD1	ENST00000379792.2	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 	804	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
BLACE	ENST00000378120.5	B-cell acute lymphoblastic leukemia expressed 	5	1	0	0	1	0	hsa-miR-4253				-0.22	-0.22	N/A
NEDD4	ENST00000338963.2	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 	289	1	1	0	0	0	hsa-miR-6862-5p				-0.22	-0.24	N/A
RGMB	ENST00000308234.7	RGM domain family, member B 	6087	1	0	1	0	1	hsa-miR-6862-5p				-0.22	-0.27	N/A
MGME1	ENST00000377710.5	mitochondrial genome maintenance exonuclease 1 	41	3	0	1	2	0	hsa-miR-4253				-0.22	-0.39	N/A
ATP1B4	ENST00000218008.3	ATPase, Na+/K+ transporting, beta 4 polypeptide 	5	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
TP53INP2	ENST00000374810.3	tumor protein p53 inducible nuclear protein 2 	12	1	0	1	0	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	3	0	2	1	2	hsa-miR-4253				-0.22	-0.22	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	2	1	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
FAM129A	ENST00000367511.3	family with sequence similarity 129, member A 	213	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
BCAR1	ENST00000162330.5	breast cancer anti-estrogen resistance 1 	432	2	1	0	1	0	hsa-miR-4253				-0.22	-0.34	N/A
DPCR1	ENST00000462446.1	diffuse panbronchiolitis critical region 1 	5	1	0	1	0	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
VSIG4	ENST00000455586.2	V-set and immunoglobulin domain containing 4 	5	1	0	0	1	1	hsa-miR-4253				-0.22	-0.22	N/A
SLC5A10	ENST00000317977.6	solute carrier family 5 (sodium/sugar cotransporter), member 10 	5	1	1	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
DFFB	ENST00000378209.3	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) 	55	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
RNF187	ENST00000305943.7	ring finger protein 187 	13589	1	0	1	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
SLC2A4	ENST00000317370.8	solute carrier family 2 (facilitated glucose transporter), member 4 	233	1	0	1	0	0	hsa-miR-4253				-0.22	-0.26	N/A
TNFSF15	ENST00000374045.4	tumor necrosis factor (ligand) superfamily, member 15 	29	2	0	2	0	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
PEX12	ENST00000225873.4	peroxisomal biogenesis factor 12 	23	1	0	0	1	0	hsa-miR-6862-5p				-0.22	-0.22	N/A
ELAVL3	ENST00000359227.3	ELAV like neuron-specific RNA binding protein 3 	5	2	0	1	1	0	hsa-miR-4253				-0.22	-0.22	N/A
TNFRSF1A	ENST00000162749.2	tumor necrosis factor receptor superfamily, member 1A 	1698	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	1	0	0	1	1	hsa-miR-4253				-0.22	-0.22	N/A
ZSWIM5	ENST00000359600.5	zinc finger, SWIM-type containing 5 	31	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
SEC14L5	ENST00000251170.7	SEC14-like 5 (S. cerevisiae) 	5	2	2	0	0	0	hsa-miR-4253				-0.22	-0.22	N/A
SLC12A3	ENST00000438926.2	solute carrier family 12 (sodium/chloride transporter), member 3 	5	1	0	1	0	0	hsa-miR-4253				-0.22	-0.22	N/A
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	0	1	0	1	hsa-miR-6862-5p				-0.22	-0.22	N/A
NOVA2	ENST00000263257.5	neuro-oncological ventral antigen 2 	7	3	1	2	0	0	hsa-miR-4253				-0.22	-0.32	N/A
ZNF10	ENST00000248211.6	zinc finger protein 10 	96	1	1	0	0	0	hsa-miR-6862-5p				-0.22	-0.27	N/A
C17orf77	ENST00000392620.1	chromosome 17 open reading frame 77 	5	1	0	0	1	0	hsa-miR-4253				-0.21	-0.21	N/A
RP6-24A23.6	ENST00000563887.1	Uncharacterized protein  	937	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.26	N/A
DFNB31	ENST00000265134.6	deafness, autosomal recessive 31 	35	1	0	1	0	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
GNG12	ENST00000370982.3	guanine nucleotide binding protein (G protein), gamma 12 	1362	1	0	0	1	1	hsa-miR-6862-5p				-0.21	-0.22	N/A
AMER3	ENST00000423981.1	APC membrane recruitment protein 3 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
PPAN-P2RY11	ENST00000428358.1	PPAN-P2RY11 readthrough 	293	2	1	1	0	0	hsa-miR-4253				-0.21	-0.21	N/A
TGFA	ENST00000295400.6	transforming growth factor, alpha 	36	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
IL1RAP	ENST00000072516.3	interleukin 1 receptor accessory protein 	313	1	1	0	0	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
RP11-156E8.1	ENST00000607453.1		51	1	0	1	0	0	hsa-miR-4253				-0.21	-0.27	N/A
UNC45B	ENST00000268876.5	unc-45 homolog B (C. elegans) 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
CSDC2	ENST00000306149.7	cold shock domain containing C2, RNA binding 	31	3	0	2	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
ZIC3	ENST00000287538.5	Zic family member 3 	9	1	0	1	0	0	hsa-miR-4253				-0.21	-0.21	N/A
S1PR4	ENST00000246115.3	sphingosine-1-phosphate receptor 4 	5	1	0	1	0	0	hsa-miR-4253				-0.21	-0.21	N/A
AC024257.1	ENST00000598930.1	CDNA FLJ26186 fis, clone ADG04757; Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-4253				-0.21	-0.21	N/A
GPR62	ENST00000322241.4	G protein-coupled receptor 62 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
RSPO3	ENST00000356698.4	R-spondin 3 	118	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
CNN2	ENST00000263097.4	calponin 2 	699	1	0	1	0	1	hsa-miR-4253				-0.21	-0.21	N/A
STAT6	ENST00000300134.3	signal transducer and activator of transcription 6, interleukin-4 induced 	275	1	0	1	0	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
KLHL42	ENST00000381271.2	kelch-like family member 42 	2120	2	0	0	2	0	hsa-miR-6862-5p				-0.21	-0.22	N/A
UBASH3B	ENST00000284273.5	ubiquitin associated and SH3 domain containing B 	281	1	0	1	0	1	hsa-miR-6862-5p				-0.21	-0.22	N/A
ADH6	ENST00000394897.1	alcohol dehydrogenase 6 (class V) 	17	1	1	0	0	0	hsa-miR-4253				-0.21	-0.30	N/A
ADM2	ENST00000395738.2	adrenomedullin 2 	129	1	0	1	0	0	hsa-miR-4253				-0.21	-0.23	N/A
TECTB	ENST00000369422.3	tectorin beta 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
PPP3CB	ENST00000360663.5	protein phosphatase 3, catalytic subunit, beta isozyme 	105	1	0	1	0	0	hsa-miR-4253				-0.21	-0.23	N/A
NKAP	ENST00000371410.3	NFKB activating protein 	422	2	2	0	0	1	hsa-miR-6862-5p				-0.21	-0.42	N/A
AC011897.1	ENST00000581929.1	Uncharacterized protein  	12	1	0	0	1	0	hsa-miR-6862-5p				-0.21	-0.21	N/A
SP7	ENST00000536324.2	Sp7 transcription factor 	5	1	0	1	0	0	hsa-miR-4253				-0.21	-0.21	N/A
ADI1	ENST00000327435.6	acireductone dioxygenase 1 	5881	2	0	1	1	0	hsa-miR-4253				-0.21	-0.36	N/A
APOBEC3F	ENST00000308521.5	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F 	10	2	0	1	1	1	hsa-miR-4253				-0.21	-0.34	N/A
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	2	0	0	2	0	hsa-miR-4253				-0.21	-0.21	N/A
IL6R	ENST00000344086.4	interleukin 6 receptor 	13	1	0	0	1	0	hsa-miR-4253				-0.21	-0.21	N/A
SCLY	ENST00000254663.6	selenocysteine lyase 	232	1	0	1	0	0	hsa-miR-4253				-0.21	-0.21	N/A
ARHGAP25	ENST00000409202.3	Rho GTPase activating protein 25 	5	1	0	0	1	0	hsa-miR-4253				-0.21	-0.21	N/A
STK32A	ENST00000397936.3	serine/threonine kinase 32A 	8	2	0	0	2	2	hsa-miR-4253				-0.21	-0.21	N/A
SPOCD1	ENST00000373648.2	SPOC domain containing 1 	755	1	0	0	1	1	hsa-miR-6862-5p				-0.21	-0.21	N/A
KRT33B	ENST00000251646.3	keratin 33B 	5	1	0	0	1	0	hsa-miR-4253				-0.21	-0.21	N/A
